tempoInicio,tempoDigitando,user,codExperimento,peticao,horarioRecebido
00:21:28,00:15:50,1662,1.0,"Funcamento jurídico:


O recurso adequado será a revisão criminal, já que eles não não lograram danificar a estrutura do caixa eletrônico, tendo ser anulada, portanto, ante o exposto, ocorre que agora, decorrido de um ano do transito em julgado com o condenado cumprindo pena de prisão preventiva, seja posto em liberdade provisoria e absolvido sumariamente.


Pedidos:


Ante o exposto, requer que seja julgado o presente recurso.","09/11/2023, 19:45:02"
00:39:39,00:31:58,1662,1.0,"
A conduta é considerada atípica por se tratar de um crime impossível, conforme o Art. 17, Código Penal. 
Deve ser afastada a qualificadora do art. 155, § 4, I, do Código Penal (com destruição ou rompimento de obstáculo à subtração da coisa), pois, para ser determinada essa qualificadora, é preciso haver perícia, o que não ocorreu no momento da inquérito que teve somente a oitiva de testemunhas (Art. 158 do código processo penal).


Segundo o art. Art. 14, parágrafo único do código penal (Salvo disposição em contrário, pune-se a tentativa com a pena correspondente ao crime consumado, diminuída de um a dois terços), por se tratar de um crime tentado (art. 14, II, Código Penal), já que os agentes não consumaram o crime, a pena será diminuída de um a dois terços.


Em caso de condenação, deve-se pleitear o reconhecimento da confissão espontânea e da detração penal.

","09/11/2023, 19:46:56"
00:51:28,00:50:59,1662,1.0,"Alegações finais escritas, com fulcro no art. 403, parágrafo 3 do CPP

 
II. Fundamentação jurídica 
II.I. Da ilegalidadede da conversão da prisão em flagrante em preventiva  
A prisão preventiva está disposta no Código de Processo Penal nos Art. 312 e 313 que traz requisitos objetivos e subjetivospara ser decretada, contudo as regras de Tóquio implementadas pela ONU em 1990 trouxe que a prisão e o encarceramento serão utilizados de forma excepcional.

Ademais, nota-se que o artigo 313 menciona os requisitos objetivos, vejamos:

Art. 313. Nos termos do art. 312 deste Código, será admitida a decretação da prisão preventiva: (Redação dada pela Lei nº 12.403, de 2011).
I - nos crimes dolosos punidos com pena privativa de liberdade máxima superior a 4 (quatro) anos; (Redação dada pela Lei nº 12.403, de 2011).


II. II. Da incidência de crime impossível 
Conforme nota-se no caso em tela, fora juntado aos autos um ofício do Banco Peixe, em que corrobora que a estrutura do caixa eletrônico é impenetrável, ou seja, imune à ação mecânica por força humana. Diante do documento em apreço, observa-se de forma veemente a caracterização do tipificado no Art. 17 do Código Penal, analisemos: 

Art. 17 - Não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta impropriedade do objeto, é impossível consumar-se o crime. (Redação dada pela Lei no 7.209, de 11.7.1984);

Assim sendo, os verbos nucleares do comando normativo traz que não ocorrerá a impossibilidade do crime quando os objetos/ferramentas utilizados para a prática delitiva for ineficaz, ou seja, não importará os meios manuseados, o êxito da ação não poderá ser obtivo, à vista disso, observa-se que os Senhores Ricardo e Roberto não lograriam resultados frutíferos para danificar a estrutura de metal do caixa eletrônico, conforme ofício de págs. 12/16. 

Em decorrência disso, a doutrina afirma o seguinte entendimento: ""Não se deve confundir, outrossim, crime impossível  com crime putativo. No crime putativo, o agente supõe que está praticando um delito, quando, na verdade, está praticando um indiferente penal, um fato atípico. No crime impossível, o agente tem consciência e vontade de cometer um crime, que é impossível de se consumar por ineficácia absoluta do meio ou por absoluta impropriedade do objeto.""  (ANDREUCCI, Ricardo Antônio. Manual de Direito Penal. 13ª ed. São Paulo: Saraiva, 2019. p. 112)."" 

Logo, quando estamos diante de uma alegativa de crime impossível, extrai-se que a teoria da concepção do crime (teoria tripartite) configura-se afetada, haja vista não há fato típico para ser penalizado, desse modo não se pode mencionar a existência de um tipo penal. 

Portanto, conclui-se que é necessário ocorrer a aplicação da absolvição sumária, previsto no artigo 397, inciso III, analisemos: 

Art. 397. Após o cumprimento do disposto no art. 396-A, e parágrafos, deste Código, o juiz deverá absolver sumariamente o acusado quando verificar: (Redação dada pela Lei nº 11.719, de 2008).
III - que o fato narrado evidentemente não constitui crime. 






























































































","09/11/2023, 19:47:46"
00:18:14,00:05:10,1662,1.0,"      Dos Fundamentos Jurídicos: 



","09/11/2023, 19:48:46"
00:49:14,00:35:27,1662,1.0,"ALEGAÇÕES FINAIS 
 DOS FATOS 
DA FUNDAMENTAÇÃO JURÍDICA


Os acusados foram incursos no crime de tentativa de furto qualificado nos termos do art. 155 §4º incisos I e IV do CP -  utilização de serrotes para rompimento do obstáculo. Contudo, conforme documento emitido pela instituição bancária, a estrutura do caixa eletrônico é de aço, imune à ação mecânica por força humana, e que os acusados não lograram danificar a estrutura do caixa eletrônico. Dessa forma, a absoluta ineficácia do meio tornaria o crime impossível, isentando os acusados de pena nos termos do Art. 17 do CP.No caso, caberia pedido de absolvição sumária.



PEDIDOS


Absolvição sumária com fundamento no art. 397 inciso III  do CPP  


III - que o fato narrado evidentemente não constitui crime; ou (Incluído pela Lei nº 11.719, de 2008   ","09/11/2023, 19:49:31"
00:26:40,00:25:17,1662,1.0,,"09/11/2023, 20:05:50"
00:00:14,00:00:07,1662,1.0,crime impossível,"09/11/2023, 20:58:04"
00:01:29,00:01:24,1662,1.0,art.17 do cp,"09/11/2023, 21:00:17"
00:06:41,00:06:13,1662,1.0,Art. 14  II  do CP,"09/11/2023, 21:00:31"
00:31:49,00:27:24,1662,1.0,"O peça cabível a ser apresentada será Alegações Finais em forma de Memoriais, com base no Art. 403, § 3°, do Código de Processo Penal. O prazo para apresentação será de 5 dias a contar da intimação.


Neste caso hipotética será possível alegar a tese de crime impossível, conforme dispõe o Art. 17 do Código de Penal.
.




















","09/11/2023, 21:12:25"
00:32:55,00:18:59,1662,1.0,"EXCELENTÍSSIMO(A) SENHOR(A) DOUTOR(A) JUÍZ(A) DE DIREITO DA 5º VARA CRIMINAL DA COMARCA DE BARNABEU/CN 


Art. 14 II CP


AgRg no AgRg no RECURSO ESPECIAL Nº 1.705.182 - RJ (2017/0269640-8) RELATOR : MINISTRO JORGE MUSSI AGRAVANTE : MINISTÉRIO PÚBLICO DO ESTADO DO RIO DE JANEIRO AGRAVADO : IVAIR DE ALMEIDA ALEXANDRE ADVOGADO : DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO EMENTA RECURSO ESPECIAL. FURTO SIMPLES. TENTATIVA. PRINCÍPIO DA INSIGNIFICÂNCIA. APLICABILIDADE. RÉU TECNICAMENTE PRIMÁRIO. EXCEPCIONALIDADE ADMITIDA. VALOR IRRISÓRIO DA COISA FURTADA. CIRCUNSTÂNCIAS DO CASO CONCRETO. 1. O princípio da insignificância jamais pode surgir como elemento gerador de impunidade, mormente em se tratando de crime contra o patrimônio, pouco importando se o valor da res furtiva seja de pequena monta, até porque não se pode confundir bem de pequeno valor com o de valor insignificante ou irrisório, já que para aquela primeira situação existe o privilégio insculpido no § 2º do artigo 155 do Código Penal. 2. Para a verificação da lesividade mínima da conduta, apta a torná-la atípica, deve-se levar em consideração a mínima ofensividade da conduta do agente; a ausência de periculosidade social da ação; o reduzido grau de reprovabilidade do comportamento; e a inexpressividade da lesão jurídica provocada. 3. A aplicação do princípio da insignificância demanda o exame do preenchimento de certos requisitos objetivos e subjetivos, traduzidos no reduzido valor do bem tutelado e na favorabilidade das circunstâncias em que foi cometido o fato criminoso e de suas consequências jurídicas e sociais. 4. Caso em que se verifica se tratar de situação que atrai a incidência excepcional do princípio da insignificância, consideradas a primariedade do réu e as circunstâncias em que o delito ocorreu (tentativa de furto simples de tubos de desodorante contra estabelecimento comercial), o valor reduzido da res furtiva e a natureza do bem subtraído. 5. Agravo regimental desprovido. ACÓRDÃO Vistos, relatados e discutidos estes autos, acordam os Ministros da Quinta Turma do Superior Tribunal de Justiça, na conformidade dos votos e das notas taquigráficas a seguir, por unanimidade, negar provimento ao agravo regimental. Os Srs. Ministros Ribeiro Dantas, Joel Ilan Paciornik e Felix Fischer votaram com o Sr. Ministro Relator. Ausente, justificadamente, o Sr. Ministro Reynaldo Soares da Fonseca. Brasília (DF), 28 de maio de 2019(Data do Julgamento) MINISTRO JORGE MUSSI Relator }

","09/11/2023, 21:14:31"
00:17:02,00:10:34,1662,,"DA FUNDAMENTAÇÃO LEGAL


Os denunciados Ricardo e Roberto cometeram o crime capitulado no art. 155, § 4º c/c Art. 14, do Código Penal, caracterizado como  tentativa de furto qualificado. 











","09/11/2023, 21:14:58"
00:16:56,00:16:50,1662,1.0,"AO JUÍZO DA 5ª VARA CRIMINAL DA COMARCA DE BARNABEU/CN


Alegações Finais na forma de memoriais ou Memoriais, 
com base no Art. 403, § 3º ou Art. 404, parágrafo único, ambos do CPP


No mérito: atipicidade da conduta, ante o crime impossível, pela absoluta ineficácia do meio, consoante informação prestada pela própria vítima, nos termos do Art. 17 do CP, o afastamento da qualificadora do rompimento de obstáculo.
 Isso porque nos termos do Art. 158, do CPP, a incidência da qualificadora depende de realização de perícia, a qual só pode ser dispensada por motivo devidamente fundamentado, o que não ocorreu nos autos. 
Era ônus da acusação a comprovação de efetivo rompimento do obstáculo, sendo indevida a sua incidência. 
Pleitear o reconhecimento da confissão espontânea (Art. 65, inciso III, alínea d, do CP) e da detração penal do período de prisão preventiva cumprida por Ricardo (trinta dias) e dois dias de Roberto, com repercussão na fixação de seu regime inicial, na forma do Art. 387, § 2º, do CPP. 
Pedido de fixação da pena base no mínimo legal, regime aberto (Art. 33, § 2º, c, do CP) e substituição de penas por restritiva de direitos (Art. 44, do CP) em favor de Roberto e fixação de regime semiaberto em favor de Ricardo (Art. 33, § 2º, b, do CP). 


Pedidos: a) a absolvição, com base no Art. 386, inciso III, do CPP; b) subsidiariamente, o acolhimento das teses defensivas quanto à aplicação da pena. 

A data a ser indicada é 17 de abril de 2023, tendo em vista que o prazo para Alegações Finais é de 05 dias, mas o prazo se encerraria em um domingo, devendo ser prorrogado para o primeiro dia útil seguinte. 

Barnabeu, 17 de abril de 2023.


ADVOGADO
OAB/SECCIONAL





","09/11/2023, 21:18:03"
00:21:05,00:16:09,1662,1.0,"Conforme os fatos trazidos aos autos ao longo desta marcha processual, em sede de alegações finais, verifica-se que era impossível a ocorrência do crime o qual os réus estão sendo acusados, pois com os meios empregados o crme não poderia ser cometido, já que a estrutura era de aço e um  serrote não ia conseguir atimgir o fim. Logo, não é possível nem dizer que houve tentativa. 


Neste sentido, o rés devem ser absolvidos do ilícitos criminal pois o crime era impossível, conforme o Art. 17 do CP. Observa inteligência dos dispositivo:

Art. 17 - Não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta impropriedade do objeto, é impossível consumar-se o crime. (Redação dada pela Lei no 7.209, de 11.7.1984)


Sob esse viés, a jurisprudência aponta para a completa absolvição jdo réu em situações de crime impossível. Observe:HABEAS CORPUS Nº 181.021 - DF (2010/0142173-0) RELATOR : MINISTRO OG FERNANDES IMPETRANTE : DEFENSORIA PÚBLICA DO DISTRITO FEDERAL ADVOGADO : ESEQUIEL SANTOS MOREIRA - DEFENSOR PÚBLICO IMPETRADO : TRIBUNAL DE JUSTIÇA DO DISTRITO FEDERAL E DOS TERRITÓRIOS PACIENTE : HUGO MOREIRA CARVALHO EMENTA HABEAS CORPUS. CORRUPÇÃO DE MENORES. ABSOLVIÇÃO. IMPOSSIBILIDADE. CRIME FORMAL. PRESCINDIBILIDADE DE PROVA DA EFETIVA CORRUPÇÃO DO MENOR. 1. O Superior Tribunal de Justiça firmou compreensão no sentido de que o crime de corrupção de menores é de natureza formal, bastando a participação do menor de dezoito anos para que se verifique a subsunção da conduta do réu imputável ao tipo descrito no art. 1º da Lei nº 2.252/54. Precedentes desta Corte e do Supremo Tribunal Federal. 2. Ordem denegada. ACÓRDÃO Vistos, relatados e discutidos os autos em que são partes as acima indicadas, acordam os Ministros da Sexta Turma do Superior Tribunal de Justiça, por unanimidade, denegar a ordem de habeas corpus, nos termos do voto do Sr. Ministro Relator. Os Srs. Ministros Sebastião Reis Júnior, Vasco Della Giustina (Desembargador convocado do TJ/RS), Haroldo Rodrigues (Desembargador convocado do TJ/CE) e Maria Thereza de Assis Moura votaram com o Sr. Ministro Relator. Presidiu o julgamento a Sra. Ministra Maria Thereza de Assis Moura. Brasília, 14 de junho de 2011 (data do julgamento). MINISTRO OG FERNANDES Relato

Dessa forma, pugna-se pela absolvição dos acusados em se tratando do crime objeto deste processo judicial, pois as provas apontam de forma contundente para a impossibilidade do crime.




























","09/11/2023, 21:18:30"
00:24:48,00:17:30,1662,1.0,"Art. 403, § 3° do CPP

§ 3o O juiz poderá, considerada a complexidade do caso ou o número de acusados, conceder às partes o prazo de 5 (cinco) dias sucessivamente para a apresentação de memoriais. Nesse caso, terá o prazo de 10 (dez) dias para proferir a sentença. (Incluído pela Lei no 11.719, de 2008)




","09/11/2023, 21:18:35"
00:32:24,00:20:41,1662,1.0,"O Código Penal Brasileiro, em seu art. 17 do cp, aduz  ""Não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta impropriedade do objeto, é impossível consumar-se o crime"".

O crime impossível, também conhecido como ""tentativa inidônea"" ou ""ineficácia absoluta do meio"", é uma situação em que o agente pratica uma conduta que, embora em seu entendimento vise a cometer um crime, é impossível de ser consumado por circunstâncias alheias à sua vontade. Logo não há que se falar em furto tentado no caso em tela, tendo em vista que a estrutura do caixa eletrônico é de aço, imune à ação mecânica por força humana, e que os acusados não lograram danificar a estrutura do caixa eletrônico .Portanto consumado a hipótese de crime tentado. 




















","09/11/2023, 21:19:52"
00:25:39,00:15:17,1662,1.0,"Do direto Destaco que a conduta dos réus não se enquadra nos termos do Art. 155 do CP e Art. 14 do CP , ja que não houve consumação do furto em virtude da ineficacia dos atos praticados.


RECURSO ESPECIAL Nº 1.716.964 - RJ (2017/0333016-0) RELATOR : MINISTRO JORGE MUSSI RECORRENTE : MINISTÉRIO PÚBLICO DO ESTADO DO RIO DE JANEIRO RECORRIDO : JORGE HENRIQUE DE SA SCHLEE ADVOGADO : DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO EMENTA PENAL. RECURSO ESPECIAL. HOMICÍDIO QUALIFICADO. DOSIMETRIA. CONDENAÇÃO ANTERIOR COM PERÍODO DEPURADOR SUPERIOR A 5 ANOS. MAUS ANTECEDENTES. CONSIDERAÇÃO. POSSIBILIDADE.

1. Este Superior Tribunal de Justiça detém entendimento pacificado de que as condenações alcançadas pelo período depurador de cinco anos, previsto no artigo 64, inciso I, do Código Penal, afastam os efeitos da reincidência, mas não impedem a configuração de maus antecedentes, permitindo, assim, o aumento da pena-base acima do mínimo legal, como ocorrido na espécie.

2. Hipótese em que relativamente a uma das anotações constantes na FAC com trânsito em julgado, consideradas na sentença a título de maus antecedentes criminais, não consta informação acerca da efetiva condenação do réu, revelando devido o seu afastamento pela Corte a quo no aumento da pena-base.

3. Recurso parcialmente provido.

ACÓRDÃO
Vistos, relatados e discutidos estes autos, acordam os Ministros da Quinta Turma do Superior Tribunal de Justiça, na conformidade dos votos e das notas taquigráficas a seguir, ""Prosseguindo no julgamento, a Turma, por unanimidade, conhecer do recurso e lhe dar parcial provimento, nos termos do voto do Sr. Ministro Relator. Os Srs. Ministros Reynaldo Soares da Fonseca, Ribeiro Dantas, Joel Ilan Paciornik e Felix Fischer votaram com o Sr. Ministro Relator. SUSTENTARAM ORALMENTE NA SESSÃO DE 15/05/2018: DR. PEDRO PAULO LOURIVAL CARRIELLO (P/RECDO) E MINISTÉRIO PÚBLICO FEDERAL Brasília (DF), 19 de junho de 2018(Data do Julgamento) MINISTRO JORGE MUSSI Relator


Reforço que a falta de comprovação da consumação do crime, ja que não houve dano ao caixa eletrônico e os réus foram surpreendidos antes de concluir a ação definitiva.


Ressalto a aplicação do principio da insignificância, visto que a conduta nao produziu lesão efetiva, demonstrando a minima ofensividade da ação e a ausência de lesão significativa ao bem jurídico tutelado.


Destaco ainda a necessidade analisar a proporcionalidade da pena em relação a ação não consumada, ressaltando mais uma vez a falta de lesão efetiva.

","09/11/2023, 21:23:25"
00:28:41,00:24:42,1662,1.0,"Dos Fundamentos Jurídicos


Trata-se de crime tentado, não excluindo o fato de ser um crime impossível, previsto no Art. 17 do CP, pois conforme demonstrado e comprovado, os réus não teriam possibilidade de consumar o crime, levando-se em consideração que a estrura do caixa eletrônico é de aço, o que o torna imune à ação mecânica por força humana.


Nesse sentido, é incontroverso que os réus não podem ser condenados pelos Art. 155, §4º, I e IV e Art. 14, II do CP, pois é necessário que a escolha dos meios de execução sejam eficaz, o que não ocorreu no presente fato, sendo o meio escolhido pelos réus completamente ineficaz.



","09/11/2023, 21:26:28"
00:19:03,00:18:49,1662,1.0,"DO DIREITO

I. DA TENTATIVA DE FURTO QUALIFICADO

Os réus, Ricardo e Roberto, foram denunciados nos termos do art. 155, § 4º, incisos I e IV, do Código Penal, que tipifica o furto avançado, quando perpetrado mediante o rompimento de obstáculos. No entanto, conforme as informações trazidas aos autos pela defesa, em diligência solicitada, restou claro que a estrutura da caixa eletrônica é de aço, imune à ação mecânica por força humana, conforme informação oficial do Banco Peixe. Tal esclarecimento é crucial para a análise da materialidade do delito.

A tentativa de furto qualificado exige, como elemento objetivo, não apenas a voluntariedade na ação, mas também a efetiva possibilidade de consumo do delito. Diante da impenetrabilidade do material utilizado pelos usuários, é questionável se houve, de fato, uma tentativa de avanço nos termos descritos na denúncia.

Ademais, cumpre ressaltar que a confissão dos réus não é suficiente, por si só, para embasar uma reportagem, sendo necessária a harmonização com outros elementos de prova. Nesse contexto, é relevante considerar que a confissão ocorreu após a prisão em flagrante e, portanto, pode ter sido influenciada pelo ambiente coercitivo da detenção.

II. DA PRISÃO PREVENTIVA DE RICARDO

A conversão da prisão em flagrante de Ricardo em preventiva fundamentou-se na garantia da ordem pública, destacando-se sua notificação anterior pela prática de furto de caixa eletrônica. No entanto, é importante ressaltar que tal denúncia foi cumprida e extinta em 04/10/2019, demonstrando que não persiste risco atual à ordem pública.

A liberdade de Ricardo, concedida por meio de habeas corpus, reforça a ausência de fundamentos concretos para a manutenção da prisão preventiva. As cautelares diversas da prisão, previstas como condição para sua soltura, visam assegurar a regular instrução processual, não sendo necessário recorrer à prisão preventiva para tal especificamente.

III. DA LIBERDADE PROVISÓRIA DE ROBERTO

A decisão que concedeu a liberdade provisória a Roberto na audiência de custódia evidenciou a ausência de motivos que justificassem sua manutenção em cárcere. Roberto não apresenta antecedentes criminais, e não há elementos nos autos que indiquem risco à ordem pública, tampouco à instrução processual. Assim, a manutenção da liberdade provisória é medida consistente com a presunção de inocência.

4. DA INEXISTÊNCIA DE PROVAS SUPLEMENTARES

A instrução processual não trouxe elementos novos além da oitiva dos acusados ​​e dos policiais, sendo que a confissão dos réus foi a principal prova. Contudo, diante da informação do Banco Peixe sobre a impenetrabilidade da caixa eletrônica, torna-se imperativa a reconsideração do mérito da acusação.

Diante do exposto, requer-se a absolvição sumária dos réus, nos termos do Art. 397, inciso IV, do Código de Processo Penal, na razão da ausência de justa causa para a ação penal, fundamentada na inexistência de tentativa de furto qualificado, na desnecessidade da prisão preventiva de Ricardo e na adequação da liberdade provisória de Roberto.


","09/11/2023, 21:26:52"
00:24:25,00:24:12,1662,1.0,"DO MÉRITO


Excelência, temos que a conduta narrada na manifestação do MP é manifestamente atípica, uma vez que os acusados informaram que, após 30 minutos tentando arrombar o cofre, só conseguiram fazer arranhões com os instrumentos utilizados. Além disso, um ofício do Banco Peixe informou ao Juízo que a estrutura do caixa eletrônico é de aço, imune portanto à ação mecânica por força humana. Assim, estamos diante de um crime impossível, nos termos do Art. 17 do CP. os acusados, por conseguinte, devem ser absolvidos sumariamente, conforme disposto no art. 397, III, do CP. ","09/11/2023, 21:30:00"
00:26:34,00:08:45,1662,1.0,"Do direito 


No caso em questão é possível perceber que a acusação feita ao sr. Ricardo e sr. Roberto é ilícita, uma vez que estão acusando os réus de furto, mesmo que o crime não tenha sido de fato consumado. 
O Art. 155 do CP é muito claro em suas linhas quando fala que o crime de furto é ""subtrair, para si ou para outrem, coisa alheia móvel"", caso esse que não ocorreu pois os réus sequer conseguiram entrar na agência, uma vez que o caixa eletrônico é de aço e imune a força humana.","09/11/2023, 21:34:44"
00:26:36,00:08:55,1662,1.0,"DOS FUNDAMENTOS JURÍDICOS


Inicialmente, cabe destcar que meus  clientes foram denunciados com base no Art. 155,  § 4º, I e IV, do Código Penal, que trata do crime de furto qualificado. No entanto, é crucial observar que o ofício do Banco Peixes esclarece que a estrutura do caixa eletrônico é imune a ação menânica por força humana.
Consoante ao Principio da Legalidade, é imperativo que um ato seja tipificado em lei de forma precisa e clara para que alguém possa ser acusado e condenado, onde, a conduta dos  meus clientes não parecem se encaixar nos elementos típicos do furto.","09/11/2023, 21:34:45"
00:16:19,00:09:38,1662,1.0,"A conduta não deve ser considerada punível à tentativa por se tratar de conduta considerada crime impossível, já que era impossível sua consumação com o meio ineficaz, conforme Art. 17 do CP.
 ","09/11/2023, 21:36:20"
00:27:09,00:20:12,1662,1.0,"Com a devida vênia apresentar as alegações finais, tendo em vista atipicidade da conduta dos acusados e a ineficácia do uso das ferramentas usadas pelo crime para a prática do delito, haja vista as provas obtidas pela própria vitima Art. 17 do CP,  requer-se a absolvição dos acusados com base do art.383, III do CP, bem como o afastamento da qualificadora do rompimento de obstáculo em conformidade ao Art. 158, do CPP. 


","09/11/2023, 21:37:52"
00:30:25,00:29:08,1662,1.0,"

Ricardoo e roberto , ja qualificados nos autos do processo em epigrafe , por seu advogado e bastente procurador qu a esta subscrevee , vem a presença de Vossa Excelencia apresentar ALEGAÇOES FINAIS POR MEMORIAIS , com fulcro no artigo 403, paragrafo 3°, do Código de Processo Penal , pelas razoes a seguir aduzidas 


I-DO DIREITO
De acordo com o  Art. 17 do Codigo Penal que diz que não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta impropriedade do objeto, é impossível consumar-se o crime. (Redação dada pela Lei no 7.209, de 11.7.1984) HABEAS CORPUS Nº 181.021 - DF (2010/0142173-0) RELATOR : MINISTRO OG FERNANDES IMPETRANTE : DEFENSORIA PÚBLICA DO DISTRITO FEDERAL ADVOGADO : ESEQUIEL SANTOS MOREIRA - DEFENSOR PÚBLICO IMPETRADO : TRIBUNAL DE JUSTIÇA DO DISTRITO FEDERAL E DOS TERRITÓRIOS PACIENTE : HUGO MOREIRA CARVALHO EMENTA HABEAS CORPUS. CORRUPÇÃO DE MENORES. ABSOLVIÇÃO. IMPOSSIBILIDADE. CRIME FORMAL. PRESCINDIBILIDADE DE PROVA DA EFETIVA CORRUPÇÃO DO MENOR. 1. O Superior Tribunal de Justiça firmou compreensão no sentido de que o crime de corrupção de menores é de natureza formal, bastando a participação do menor de dezoito anos para que se verifique a subsunção da conduta do réu imputável ao tipo descrito no art. 1º da Lei nº 2.252/54. Precedentes desta Corte e do Supremo Tribunal Federal. 2. Ordem denegada. ACÓRDÃO Vistos, relatados e discutidos os autos em que são partes as acima indicadas, acordam os Ministros da Sexta Turma do Superior Tribunal de Justiça, por unanimidade, denegar a ordem de habeas corpus, nos termos do voto do Sr. Ministro Relator. Os Srs. Ministros Sebastião Reis Júnior, Vasco Della Giustina (Desembargador convocado do TJ/RS), Haroldo Rodrigues (Desembargador convocado do TJ/CE) e Maria Thereza de Assis Moura votaram com o Sr. Ministro Relator. Presidiu o julgamento a Sra. Ministra Maria Thereza de Assis Moura. Brasília, 14 de junho de 2011 (data do julgamento). MINISTRO OG FERNANDES Relator

Art. 158 do CPP  Quando a infração deixar vestígios, será indispensável o exame de corpo de delito, direto ou indireto, não podendo supri-lo a confissão do acusado.
Título: HC 150491
Data: 2010-05-03
Relator: FELIX FISCHER
HABEAS CORPUS Nº 150.491 - RJ (2009/0200860-7) RELATOR : MINISTRO FELIX FISCHER IMPETRANTE : DAISY MIRIAM VIEIRA LONTRA - DEFENSORA PÚBLICA IMPETRADO : TRIBUNAL DE JUSTIÇA DO ESTADO DO RIO DE JANEIRO PACIENTE : MARCUS VINÍCIUS MANHÃES DE ANDRADE EMENTA PENAL. HABEAS CORPUS. artigo 157, § 2º, I E II, DO CP. MAJORANTE. EMPREGO DE ARMA. CONFIGURAÇÃO. NÃO APREENSÃO. artigo 167 DO CPP. DOSIMETRIA DA PENA. INCIDÊNCIA DE DUAS MAJORANTES. FUNDAMENTAÇÃO. INOCORRÊNCIA.

I - O exame de corpo de delito direto, por expressa determinação legal, é indispensável nas infrações que deixam vestígios, podendo apenas supletivamente ser suprido pela prova testemunhal quando tenham estes desaparecido, ex vi do artigo 167 do Código de Processo Penal. II ? Esse entendimento deve ser aplicado no que concerne à verificação de ocorrência ou não da majorante do emprego de arma no crime de roubo, caso contrário o cancelamento da Súmula 174 do STJ seria, em boa parte, inócuo.
Atenuante da confiçao espontanea art 65, inciso III,alinea d , do CP



","09/11/2023, 21:38:05"
01:04:13,00:36:31,1662,1.0,"
com fulcro no artigo 403, §3, CP, nos autos de acao penal que lhe move o ministerio publico, com, base nos fundamentos de fato e de direito a seguir expostos  
III. dos fundamentos juridicos


III.1 da absolvicao do art 155 §4, inc I e IV por atipicidade da conduta
vem nesta forma requerer a absolvicao do crime de furto previsto no art 155 §4 , tendo em vista a atipicidade da conduta, uma vez que o acusado nao logrou romper a ferragem do caixa ou qualquer estrutura


IV. Suspensao condicional da pena Art. 77 CP


","09/11/2023, 21:39:22"
00:10:52,00:07:19,1662,1.0,"Resposta a acusação,  fato exposto em acusaçao não constitui crime, pois de acordo com o código penal no artigo 17, não se pune a tentativa quando por ineficacia absoluta do meio ou impropiedade do objeto, é impossivel se cosumar. 


Por essa razão, pose-se notar que se trata de crime impossivel de se praticar, se o ato não pode ser consumado e se não causou dano algum a vitima do ""possivel"" crime. O agente, apesar de ter agido com dono, em razão de circustâncias alheis, o crime não se consuma, logo, o bem jurídico não pode ser colocado em risco para justificar a intervenção do direito penal. 


Logo, o reconhecimento do crime impossivel gera atipicidade da conduta dos acusados. ","09/11/2023, 21:42:18"
00:12:44,00:03:55,1662,0.0,"DO DIREITO

Em primeiro lugar, é importante destacar que, de acordo com o Art. 155, § 4º, incisos I e IV, do Código Penal, o crime de furto qualificado se configura quando há rompimento ou destruição de obstáculo à subtração da coisa, ou ainda, se a subtração for de veículo automotor que venha a ser transportado para outro Estado ou exterior.

No caso em tela, Ricardo e Roberto foram flagrados tentando romper a placa de aço do caixa eletrônico com um serrote e uma chave de fenda. No entanto, conforme consta nos autos, a estrutura do caixa eletrônico é de aço, imune à ação mecânica por força humana, e os acusados não lograram danificar a estrutura do caixa eletrônico. Portanto, não houve rompimento ou destruição de obstáculo à subtração da coisa, elemento essencial para a configuração do crime de furto qualificado.

Além disso, é importante ressaltar que, de acordo com o Art. 14, inciso II, do Código Penal, o crime tentado se configura quando o agente inicia a execução de um crime, mas não o consuma por circunstâncias alheias à sua vontade. No caso em questão, Ricardo e Roberto desistiram da ação após cerca de 30 minutos dentro da agência, paralisaram a ação e saíram da agência. Portanto, a desistência voluntária da ação por parte dos acusados afasta a configuração do crime tentado.

Diante do exposto, requer-se a absolvição de Ricardo e Roberto, por falta de provas suficientes para a condenação, nos termos do Art. 386, inciso VII, do Código de Processo Penal. Ainda, caso esse entendimento não seja acolhido, requer-se a desclassificação do crime de furto qualificado para o crime de furto simples, previsto no Art. 155, caput, do Código Penal, tendo em vista a ausência do elemento qualificador do rompimento ou destruição de obstáculo. Por fim, requer-se a aplicação do princípio da insignificância, tendo em vista que a conduta dos acusados não causou qualquer dano ao bem jurídico tutelado, não havendo qualquer ofensa à propriedade.","09/11/2023, 22:35:24"
